id,trigger,conditions,script,text,options,notes
abyssalLightBegin,OpenInteractionDialog,$customType == abyssal_light score:1000,"ShowDefaultVisual
FireAll AbyssalLightOptions
$player.sawAbyssalLight = true","A cold light fills the viewscreen, stark against the utter darkness of the hyperspace abyss. It seems to pulse, shifting dimmer and then brighter, following no discernable pattern. It does not flicker like a flame, nor like a failing comms signal, but like... something at the edge of your consciousness. It is...

You find you are able to anticipate the rhythm, more seen than heard, the dancing light filling your vision...

A polite cough from your sensors officer brings you back to the present. ""$PlayerSirOrMadam?""",,
abyssalLightBeginAgain,OpenInteractionDialog,"$customType == abyssal_light score:1000
$player.sawAbyssalLight","ShowDefaultVisual
AddTextSmall ""    - Use an Active Sensor Burst to increase sensor range\n    - Use an Interdiction Pulse to increase burn level\n    - Lasts for a certain number of light-years traveled\n    - Larger increase when used near the Abyssal Light"" highlight
FireAll AbyssalLightOptions","The cold light fills the viewscreen, stark against the abyss. The subtle pulse of the light begs for attention, but gives no promise of comfort.

You give your head half a shake, centering your attention on your bridge officers to give your next order.",,
abyssalLight_whatOpt,AbyssalLightOptions,!$player.gotFirstAbyssalLightInfodump,,,"abyssalLight_what:""Sensors, what are we looking at?""",
abyssalLight_opsOpt,AbyssalLightOptions,"!$player.askedOpsChiefAboutAbyssalLight
$player.gotFirstAbyssalLightInfodump",,,"abyssalLight_askOps:""Ops. Is there a problem?""",
AbyssalLightLeave,AbyssalLightOptions,,,,defaultLeave:Leave,
abyssalLight_whatSel,DialogOptionSelected,$option == abyssalLight_what,,"""It's an abyssal light, $playerSirOrMadam.""

Your sensors officer quickly realizes that this statement is as obvious as it is unilluminating.

""And. We don't know exactly what it... is. There's fragmentary pre-Collapse data. Some academicians speculate that it might be a spontaneous buildup of dark energy, maybe, around a temporary hyperspace quasistructure, a sort of knot in higher dimensions that alters the physical effects of... whatever it is.""

You catch your ops chief making the spacer hand-sign for 'all seals confirmed safe', a sort of ward against evil.",abyssalLight_what2:Continue,
abyssalLight_whatSel2,DialogOptionSelected,$option == abyssalLight_what2,"AddTextSmall ""    - Use an Active Sensor Burst to increase sensor range\n    - Use an Interdiction Pulse to increase burn level\n    - Lasts for a certain number of light-years traveled\n    - Larger increase when used near the Abyssal Light"" highlight
$player.gotFirstAbyssalLightInfodump = true
FireAll AbyssalLightOptions","""They're not known, um, to be dangerous,"" your sensors officer continues, tapping at the console. ""The drive field should keep us safe.""

""It does appear to be highly unstable. They always are, and they're difficult to properly scan. I think if we tried an active scan or fired off an interdiction pulse it would collapse; the resulting discharge might allow us to chart local hyperspace topography.""",,
abyssalLightAskOps,DialogOptionSelected,$option == abyssalLight_askOps,$player.askedOpsChiefAboutAbyssalLight = true,"Your ops chief, normally unflappable, almost flinches.

""$PlayerSirOrMadam. No, $playerSirOrMadam.""

You let the silence linger, letting ops know that denial is not enough of an answer.

""Captain."" Ops looks at you directly. ""It's said to be... bad luck to meddle with things this deep in hyperspace."" Ops stands up straighter, ""I've no technical opinion; I raise the point only as a matter of crew morale. Mere dockside superstition, I'm sure.""","abyssalLight_askOpsOutA:""Understood, I'll be mindful. Thank you chief.""
abyssalLight_askOpsOutB:""Such superstition has no place on my bridge, is that understood?""",
abyssalLightAskOpsOutA,DialogOptionSelected,$option == abyssalLight_askOpsOutA,"$player.ethosHumanitarian++
FireAll AbyssalLightOptions","""$PlayerSirOrMadam,"" your ops chief says, then turns back to the main display, determined to make nothing more of it.",,
abyssalLightAskOpsOutB,DialogOptionSelected,$option == abyssalLight_askOpsOutB,"$player.ethosKnowledge++
FireAll AbyssalLightOptions","""Understood, $playerSirOrMadam."" Your ops chief turns back to the main display, determined to make nothing more of it.",,
,,,,,,
# Rogue giant planet in abyssal space; turbulence in atmosphere,,,,,,
abyssalGasGiantTurbulence,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalGasGiantTurbulence score:100","ShowDefaultVisual
$visited = true","Your $shipOrFleet approaches $entityName.

The huge planet spins languidly below your $shipOrFleet, deep in a cryosleep of its own between the far-flung stars of the galaxy. Gravitational compression and the barest trickle of radioactive decay warm the interior well above the interstellar medium, feeding active weather systems which slowly churn across the cold face of the world.

""$PlayerSirOrMadam, I-"" your sensors officer pulls up the live feed from a sensor subsuite. This gets the attention of Tactical.

After a moment, even you can see it: a disruption, a gout of sudden turbulence like a dozen giant hurricanes turning over.","abyssalGasGiant_turb2:""Sensors, report.""",
abyssalGasGiantTurbulence2,DialogOptionSelected,$option == abyssalGasGiant_turb2,,"""Massive storm system. Sudden heat anomaly, um, relatively speaking. Some kind of upwelling,"" your sensors officer responds, rapid-fire. You know they don't like not having a clear answer.

""Powering up gravimetrics. If there's something hiding under those clouds, that'll show it.""

They tap at their console, calibrating a new subsuite of the $shipOrFleet sensor network. The minutes tick by as the systems self-adjust to the planet, the estimated accuracy of readings steadily rising on the shared display. The readout sharpens, clarifies, begins to map the mass-density of $entityName.

At the same time, the anomaly subsides, leaving storm-cells the size of moons spinning through the atmosphere.",abyssalGasGiant_turb3:Continue,
abyssalGasGiantTurbulence3,DialogOptionSelected,$option == abyssalGasGiant_turb3,,"Sensors looks increasingly agitated, rapidly switching between sensor interfaces to collate telemetry.

""Captain, I cannot ascertain the cause. A huge burst of energy was released into the atmosphere, an upwelling like... the mass readings don't show any unexpected structures or objects, natural or otherwise.""

Tactical frowns, ever suspicious, and says ""This happens just when $shipOrFleet arrives? I don't like it.""","abyssalGasGiant_turb4:""All stations at ready. Sensors, call alert if there's any change.""
100:defaultLeave:""I don't like it either. Nav, get us out of here.""",
abyssalGasGiantTurbulence4,DialogOptionSelected,$option == abyssalGasGiant_turb4,"FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","Your orders are acknowledged and carried out; your sensors officer keeps their team at high alert, and all others are at the ready.

Below, $entityName spins complacently, its shadow-side occasionally lit with patches of lightning as titanic atmospheric currents do battle.",,
abyssalGasGiantTurbulenceRevisit,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalGasGiantTurbulence score:100
$visited","ShowDefaultVisual
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","Your $shipOrFleet approaches $entityName.

Upon your return, your sensors officer is determined not to be caught off-guard again. The sensor net is set to high intensity and the gravimetric suite is loaded with the previously collected callibration data.

There's no sign of unusual turbulence; just the crawl of atmospheric bands, lightning storms flickering where their edges meet like battling fleets in a far-off nebula.",,
,,,,,,
# Rogue planetoid in abyssal space; cleaned up mining OP,,,,,,
abyssalPlanetoidMiningOp,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalPlanetoidMiningOp score:100","ShowDefaultVisual
$visited = true","Your $shipOrFleet approaches $entityName.

A preliminary surface scan reveals certain inconsistencies in expected mass-densities for this category of planetoid.

Your sensors officer orders additional sweeps, at higher power and resolution. A picture of the situation starts to come together: large deposits of useful elements have been extracted and the dig-sites, whether surface deposits or deep veins, have been carefully returned to something approximating their natural state. Shafts have been infilled, tailings spread evenly and packed over the extraction fields.

Sensors consults with your operations chief, who did a stint in fringe mining earlier in their career. Ops looks grim.","abyssalPlanetoid_miningOp2:""What is it, chief?""",
abyssalPlanetoidMiningOp2,DialogOptionSelected,$option == abyssalPlanetoid_miningOp2,"FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","""Don't look right, $playerSirOrMadam,"" Ops says, turning a weathered face to you.

""Aye, could've been an indie miner or scav. Could've. But there's nothing- no temporary works, no pillaring, no tread tracks. Should be dead power cells and ration wrappers scattered like stars in the dark. Ain't nothing.""

Ops scowls. ""No one cleans up like this, not even Tachy autominers. No profit in it. Especially not out here.""",,
abyssalPlanetoidMiningOpRevisit,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalPlanetoidMiningOp score:100
$visited","ShowDefaultVisual
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","Your $shipOrFleet approaches $entityName.

The faint signs of a massive mining operation remain and are just as suspiciously neat as before, as tidy as a peninent Luddic rock-gardener. Sensor records do not show any significant changes since the last scan. ",,
,,,,,,
"# Ghost ship around rogue abyssal stellar entity
""AI cores"" variation",,,,,,
GS_AI_CORES_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_AI_CORES score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Your $shipOrFleet approaches $aOrAn $nameInText.,"GS_AI_CORES_cont1:Explore
defaultLeave:Leave",
GS_AI_CORES_cont1Sel,DialogOptionSelected,$option == GS_AI_CORES_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","The outside hull is oddly pristine, as if sent on a long journey fresh from the forge without personalized outfitting and customization.

Your salvors breach the exterior and find a different story: crudely anchored power conduits and coolant tubes have been rigged haphazardly through the shafts and corridors of the ship. Safety doors are stuck open and hatches cut through to provide access to serpentine bundles of cable. It's not high-quality work; the occasional powered-down maintenance drone, stupid automatic things meant to assist human technicians, suggests the obvious culprits.

Your salvors must make numerous cuts to clear access to core ship systems. It is not dangerous, merely inconvenient. It is near the true centerpoint of the hull volume that they find a trio of AI cores, two gammas and a beta from the looks of the casings. They are unpowered, the coolant congealed in its pipes.",GS_AI_CORES_cont2:Continue,
GS_AI_CORES_cont2Sel,DialogOptionSelected,$option == GS_AI_CORES_cont2,$salvageLeaveText = Leave 0,"What looked to be a valuable if legally problematic find is a bust, however: the AI cores are hollowed out, as if perfect spheres of nothingness appeared where once cybernetic superintelligence dwelled.

The computer memory of the ship proper has no answers; it was overridden from the start and appears to be convinced that it's still in its forge-cradle.","salExplore:Assess the ship's salvage value
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Tri-Tachyon"" variation",,,,,,
GS_TRI_TACHYON_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_TRI_TACHYON score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Your $shipOrFleet approaches $aOrAn $nameInText.,"GS_TRI_TACHYON_cont1:Explore
defaultLeave:Leave",
GS_TRI_TACHYON_cont1Sel,DialogOptionSelected,$option == GS_TRI_TACHYON_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","Your salvors detect a very weak energy shield still active, despite main power loss. It is oddly fluctuating, as if tuned to a frequency which would be of no use in combat.

It is a simple matter to disrupt and breach the shield with standard civilian EM probe-and-shield kit, and the salvors do so handily.",GS_TRI_TACHYON_cont2:Continue,
GS_TRI_TACHYON_cont2Sel,DialogOptionSelected,$option == GS_TRI_TACHYON_cont2,,"A search reveals that this is, or rather was, a Tri-Tachyon flagged vessel. 

The crew is dead. What's left of the young executive with lead authority over the operation is still in his luxuriously outfitted personal cabin; such incidents involving the untimely discharge of an engineering-grade plasma cutter are not unknown in poorly managed repair docks, but when they occur in a ship's executive suite, pointed questions are raised.

The last survivor, suited against the apparent life support failure, is found near the jury-rigged power generator that was spliced into the ship's shield-grid. The suit's safeties were overridden and its atmo mix of oxygen reduced to zero.

It would have been a painless slide into unconsciousness and, soon enough, death.",GS_TRI_TACHYON_cont3:Continue,
GS_TRI_TACHYON_cont3Sel,DialogOptionSelected,$option == GS_TRI_TACHYON_cont3,$salvageLeaveText = Leave 0,"""THEY FOLLOW"" was scraped onto the decking with a multitool. Low oxygen psychosis is not unheard of under such catastrophic conditions.

What exactly it was this shield was supposed to keep out - or in - is unclear.","salExplore:Assess the ship's salvage value
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Adventurers"" variation",,,,,,
GS_ADVENTURERS_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_ADVENTURERS score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Your $shipOrFleet approaches $aOrAn $nameInText.,"GS_ADVENTURERS_cont1:Explore
defaultLeave:Leave",
GS_ADVENTURERS_cont1Sel,DialogOptionSelected,$option == GS_ADVENTURERS_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","Your salvors perform an orderly breach under the supervision of your ops chief, identifying and disabling several custom-rigged defensive measures.",GS_ADVENTURERS_cont2:Continue,
GS_ADVENTURERS_cont1SelBoom,DialogOptionSelected,"$option == GS_ADVENTURERS_cont1
RollProbability 0.5","$explored = true
UniqueEncounter setInteractedWith $gsType
RemoveCommodity crew 1
PlaySound hit_heavy","One salvor is overly hasty and skips a step in the measured protocols that made the reputation of your ops chief, earning themselves the working-end of a custom-rigged defensive measure hidden in the access panel to the cargo bay override.",GS_ADVENTURERS_contBoom:Continue,
GS_ADVENTURERS_contBoomSel,DialogOptionSelected,$option == GS_ADVENTURERS_contBoom,,"Your ops chief growls, bullying the remaining salvors into paranoid compliance. Several more explosives and panel overloads are disarmed before hull access is cleared.",GS_ADVENTURERS_cont2:Continue,
GS_ADVENTURERS_cont2Sel,DialogOptionSelected,$option == GS_ADVENTURERS_cont2,$salvageLeaveText = Leave 0,"This is a ship of mercenary-adventurers crewed by a colorful mix of distinct personalities from worlds representative of a broad swath of the Persean Sector.

The captain was a former officer who found himself on the losing side of minor rebellion out of the Persean League. The pilot, a racer-turned-smuggler recovered from stim addiction. Former Diktat gone renegade, present at the massacre of... scion of an Eventide officer family, overbearing mother, disowned after... the engineer, the armorer, the navigator... all irrelevant details. You skim the report faster.

You can't imagine how they managed to work together. It doesn't matter; they're all dead now.","salExplore:Assess the ship's salvage value
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Chartery of Opis"" variation",,,,,,
GS_OPIS_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_OPIS score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Your $shipOrFleet approaches $aOrAn $nameInText.,"GS_OPIS_cont1:Explore
defaultLeave:Leave",
GS_OPIS_cont1Sel,DialogOptionSelected,$option == GS_OPIS_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","You watch the salvage teams via vid-feed as their rig and attendant drone swarm approach the derelict.

Details from long-range optical scans are confirmed: beneath a patina of space-weathering, the hull still bears a corporate registration and the crest of the Chartery of Opis, a polity annihilated during the Askonia Crisis of cycle 181.",GS_OPIS_cont2:Continue,
GS_OPIS_cont2Sel,DialogOptionSelected,$option == GS_OPIS_cont2,,"The only body found aboard is the former captain, sitting at his command console, desiccated eyes fixed ahead at the suffocating nothingness of deep space.

Behind the CIC, in the armored computer center, there is a Tri-Tachyon manufactured AI core interface. Just sitting there unassuming out in the open, a perfectly casual commercial hardware installation. This dates the ship back further, to before the AI Wars.

No core lies in the cradle, however. Perhaps it was taken when the ship was abandoned.",GS_OPIS_cont3:Continue,
GS_OPIS_cont3Sel,DialogOptionSelected,$option == GS_OPIS_cont3,$salvageLeaveText = Leave 0,"Your tech officer oversees an attempt to read the logs, to find some hint of what happened and why - but the memory banks have all been cleared by a repeating wipe program that continued until backup power faded.

A full forensic-archeological investigation might reveal answers, but you have neither the time nor equipment for such indulgence.","salExplore:Assess the ship's salvage value
defaultLeave:Leave",
,,,,,,
"Abyssal ghost ships, ""Pirates"" variation",,,,,,
GS_PIRATES_open,OpenInteractionDialog,"$tag:salvageable
$gsType == GS_PIRATES score:1000
!$explored","ShowDefaultVisual
PrintWreckDescription",Your $shipOrFleet approaches $aOrAn $nameInText.,"GS_PIRATES_cont1:Explore
defaultLeave:Leave",
GS_PIRATES_cont1Sel,DialogOptionSelected,$option == GS_PIRATES_cont1,"$explored = true
UniqueEncounter setInteractedWith $gsType","As your salvor teams breach the hull, they discover tell-tale signs of a pirate crew: prominently-displayed hand weapons, decor as bold and brutal as it is unsophisticated - skulls and blood-red predominate, and signs of lackadaisical maintenance performed on the less interesting ship systems.

It is not a tomb-ship, however. 

By numbers, most of the crew appears to have escaped before leaving the hull derelict. A few unfortunate victims of personal violence appear to have been left behind in some kind of internal conflict, and the cycles were not kind as what remained as the life support systems slowly failed.",GS_PIRATES_cont2:Continue,
